id,Contracts,Bridging Capacity,Influence
CZ00477028,2,0,0.000
CZ00235750,1,0,0.000
CZ25148745,1,0,0.000
CZ00287334,1,0,0.000
CZ00519073,1,0,0.000
CZ00285358,1,0,0.000
CZ00269247,1,0,0.000
CZ25275119,4,0,0.001
CZ00261874,1,0,0.000
CZ26433770,1,0,0.000
CZ00573671,1,0,0.000
CZ25227254,1,0,0.000
CZ00653471,1,0,0.000
CZ00254657,8,0,0.001
CZ00300756,1,0,0.000
CZ60077344,1,0,0.000
CZ48203351,3,0,0.000
CZ48026921,10,0,0.001
CZ70892156,36,0,0.002
CZ25429949,9,0,0.001
CZ00299529,2,0,0.000
CZ14450437,1,0,0.000
CZ46992715,7,0,0.001
CZ00095711,35,0,0.002
CZ61389013,2,0,0.001
CZ27413845,1,0,0.000
CZ00289507,2,0,0.000
CZ00300136,1,0,0.000
CZ64610225,4,0,0.000
CZ00147389,6,0,0.001
CZ27620174,1,0,0.000
CZ00304271,6,0,0.001
CZ46578463,9,0,0.001
CZ60733098,11,0,0.001
CZ25317628,16,0,0.001
CZ27074056,1,0,0.000
CZ00535982,1,0,0.000
CZ64511359,5,0,0.001
CZ68783795,1,0,0.000
CZ26397552,1,0,0.000
CZ71178864,1,0,0.000
CZ48395013,1,0,0.000
CZ00282677,1,0,0.000
CZ28557484,1,0,0.000
CZ64618081,2,0,0.000
CZ45193363,2,0,0.001
CZ62305620,1,0,0.000
CZ70960399,15,0,0.001
CZ41603281,8,0,0.001
CZ70891320,8,0,0.001
CZ64619036,4,0,0.000
CZ47934832,1,0,0.000
CZ25014391,4,0,0.000
CZ68378050,1,0,0.000
CZ26618087,1,0,0.000
CZ00288764,1,0,0.000
CZ26798425,2,0,0.000
CZ00289931,6,0,0.001
CZ48531235,2,0,0.000
CZ70994234,21,0,0.001
CZ00092584,1,0,0.000
CZ00296473,1,0,0.000
CZ48397555,1,0,0.000
CZ45270970,1,0,0.000
CZ25357352,10,0,0.001
CZ25480065,3,0,0.000
CZ75150751,1,0,0.000
CZ13694758,8,0,0.001
